,OWNER_MEANING,SPGRP_NAME,REMCLASSCD_MEANING,SOURCECD_MEANING,PRODCD_MEANING,MCFVOL,RPA_STD_AMOUNT,RPA_STD_AMOUNT_UOM_MEANING,SAWREMVOL,GREEN_TONS
162,National Forest,Ash,Roundwood product,Poletimber growing stock,Pulpwood,9.495728719,131.3100351,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,367.6680984
163,National Forest,Ash,Roundwood product,Poletimber growing stock,Composite panel,0.019812521,0.258649103,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.724217489
164,National Forest,Ash,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.505050328,6.689408317,Thousand cubic feet (M cu. ft.),,18.73034329
165,National Forest,Ash,Roundwood product,Poletimber growing stock,Miscellaneous,0.187007411,0.187007411,Thousand cubic feet (M cu. ft.),,7.012777896
166,National Forest,Ash,Roundwood product,Nongrowing-stock,Saw logs,0.133635655,0.807175104,Thousand board feet (MBF) - International 1/4-inch rule,,5.067445302
167,National Forest,Ash,Roundwood product,Nongrowing-stock,Veneer logs,1.20E-05,7.38E-05,Thousand board feet (MBF) - International 1/4-inch rule,,0.00046352
168,National Forest,Ash,Roundwood product,Nongrowing-stock,Pulpwood,1.096782563,15.16666716,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,42.46666805
169,National Forest,Ash,Roundwood product,Nongrowing-stock,Composite panel,0.002990583,0.039041555,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.109316355
170,National Forest,Ash,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.563541606,7.464127226,Thousand cubic feet (M cu. ft.),,20.89955623
171,National Forest,Ash,Roundwood product,Nongrowing-stock,Miscellaneous,0.030731089,0.030731089,Thousand cubic feet (M cu. ft.),,1.152415834
172,National Forest,Ash,Logging residues,Sawtimber growing stock,Not Used,2.106418984,2.106418984,Thousand cubic feet (M cu. ft.),13.54934767,78.99071192
173,National Forest,Ash,Logging residues,Poletimber growing stock,Not Used,2.927011786,2.927011786,Thousand cubic feet (M cu. ft.),13.54934767,109.762942
174,National Forest,Ash,Logging residues,Nongrowing-stock,Not Used,8.515916897,8.515916897,Thousand cubic feet (M cu. ft.),13.54934767,319.3468836
175,National Forest,Beech,Roundwood product,Sawtimber growing stock,Saw logs,1.521997946,9.247543378,Thousand board feet (MBF) - International 1/4-inch rule,,58.05607733
176,National Forest,Beech,Roundwood product,Sawtimber growing stock,Veneer logs,9.70E-05,0.000594884,Thousand board feet (MBF) - International 1/4-inch rule,,0.00373468
177,National Forest,Beech,Roundwood product,Sawtimber growing stock,Pulpwood,0.786881687,10.61757094,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,29.72919862
178,National Forest,Beech,Roundwood product,Sawtimber growing stock,Composite panel,0.015702896,0.204998648,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.573996213
179,National Forest,Beech,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.607009208,8.03985706,Thousand cubic feet (M cu. ft.),,22.51159977
180,National Forest,Beech,Roundwood product,Sawtimber growing stock,Miscellaneous,0.223533337,0.223533337,Thousand cubic feet (M cu. ft.),,8.382500141
181,National Forest,Beech,Roundwood product,Poletimber growing stock,Saw logs,0.049182876,0.298831401,Thousand board feet (MBF) - International 1/4-inch rule,,1.876063534
182,National Forest,Beech,Roundwood product,Poletimber growing stock,Veneer logs,0.000705175,0.004326226,Thousand board feet (MBF) - International 1/4-inch rule,,0.027160048
183,National Forest,Beech,Roundwood product,Poletimber growing stock,Pulpwood,0.858574988,11.58494471,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,32.43784517
184,National Forest,Beech,Roundwood product,Poletimber growing stock,Composite panel,0.003579168,0.046725436,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.130831222
185,National Forest,Beech,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.059741571,0.791279088,Thousand cubic feet (M cu. ft.),,2.215581447
186,National Forest,Beech,Roundwood product,Poletimber growing stock,Miscellaneous,0.033691451,0.033691451,Thousand cubic feet (M cu. ft.),,1.263429426
187,National Forest,Beech,Roundwood product,Nongrowing-stock,Saw logs,0.018696915,0.113601031,Thousand board feet (MBF) - International 1/4-inch rule,,0.713187274
188,National Forest,Beech,Roundwood product,Nongrowing-stock,Veneer logs,3.79E-07,2.32E-06,Thousand board feet (MBF) - International 1/4-inch rule,,1.46E-05
189,National Forest,Beech,Roundwood product,Nongrowing-stock,Pulpwood,0.099167753,1.338092707,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,3.74665958
190,National Forest,Beech,Roundwood product,Nongrowing-stock,Composite panel,0.000540254,0.007052929,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.019748201
191,National Forest,Beech,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.066660408,0.882919311,Thousand cubic feet (M cu. ft.),,2.472174072
192,National Forest,Beech,Roundwood product,Nongrowing-stock,Miscellaneous,0.005536545,0.005536545,Thousand cubic feet (M cu. ft.),,0.207620446
193,National Forest,Yellow birch,Roundwood product,Sawtimber growing stock,Saw logs,0.237030347,1.440339828,Thousand board feet (MBF) - International 1/4-inch rule,,9.042453443
194,National Forest,Yellow birch,Roundwood product,Sawtimber growing stock,Veneer logs,1.41E-05,8.66E-05,Thousand board feet (MBF) - International 1/4-inch rule,,0.000543457
195,National Forest,Yellow birch,Roundwood product,Sawtimber growing stock,Pulpwood,0.121269397,1.635105789,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,4.57829621
196,National Forest,Yellow birch,Roundwood product,Sawtimber growing stock,Composite panel,0.002456008,0.032062767,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.089775747
197,National Forest,Yellow birch,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.094204518,1.247741961,Thousand cubic feet (M cu. ft.),,3.49367749
198,National Forest,Yellow birch,Roundwood product,Sawtimber growing stock,Miscellaneous,0.034960283,0.034960283,Thousand cubic feet (M cu. ft.),,1.311010604
199,National Forest,Yellow birch,Roundwood product,Poletimber growing stock,Saw logs,0.00765956,0.04654412,Thousand board feet (MBF) - International 1/4-inch rule,,0.292203985
200,National Forest,Yellow birch,Roundwood product,Poletimber growing stock,Veneer logs,0.000102615,0.000629537,Thousand board feet (MBF) - International 1/4-inch rule,,0.003952234
201,National Forest,Yellow birch,Roundwood product,Poletimber growing stock,Pulpwood,0.132318331,1.784081338,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,4.995427745
202,National Forest,Yellow birch,Roundwood product,Poletimber growing stock,Composite panel,0.000559799,0.007308081,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.020462627
203,National Forest,Yellow birch,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.009271566,0.122802198,Thousand cubic feet (M cu. ft.),,0.343846155
204,National Forest,Yellow birch,Roundwood product,Poletimber growing stock,Miscellaneous,0.005269293,0.005269293,Thousand cubic feet (M cu. ft.),,0.197598491
205,National Forest,Yellow birch,Roundwood product,Nongrowing-stock,Saw logs,0.002911789,0.01769379,Thousand board feet (MBF) - International 1/4-inch rule,,0.111081613
206,National Forest,Yellow birch,Roundwood product,Nongrowing-stock,Veneer logs,5.51E-08,3.38E-07,Thousand board feet (MBF) - International 1/4-inch rule,,2.12E-06
207,National Forest,Yellow birch,Roundwood product,Nongrowing-stock,Pulpwood,0.015283128,0.20606626,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.576985528
208,National Forest,Yellow birch,Roundwood product,Nongrowing-stock,Composite panel,8.45E-05,0.001103112,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.003088713
209,National Forest,Yellow birch,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.010345332,0.137024261,Thousand cubic feet (M cu. ft.),,0.383667931
210,National Forest,Yellow birch,Roundwood product,Nongrowing-stock,Miscellaneous,0.000865907,0.000865907,Thousand cubic feet (M cu. ft.),,0.03247153
211,National Forest,Other birch,Roundwood product,Sawtimber growing stock,Saw logs,0.006326326,0.037433882,Thousand board feet (MBF) - International 1/4-inch rule,,0.235009909
212,National Forest,Other birch,Roundwood product,Sawtimber growing stock,Veneer logs,6.57E-06,4.03E-05,Thousand board feet (MBF) - International 1/4-inch rule,,0.000252858
213,National Forest,Other birch,Roundwood product,Sawtimber growing stock,Pulpwood,0.011209196,0.158768232,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.444551049
214,National Forest,Other birch,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.004567981,0.060503055,Thousand cubic feet (M cu. ft.),,0.169408553
215,National Forest,Other birch,Roundwood product,Sawtimber growing stock,Miscellaneous,8.69E-06,8.69E-06,Thousand cubic feet (M cu. ft.),,0.000325949
216,National Forest,Other birch,Roundwood product,Poletimber growing stock,Saw logs,0.000204433,0.001209664,Thousand board feet (MBF) - International 1/4-inch rule,,0.00759427
217,National Forest,Other birch,Roundwood product,Poletimber growing stock,Veneer logs,4.77E-05,0.000292909,Thousand board feet (MBF) - International 1/4-inch rule,,0.00183888
218,National Forest,Other birch,Roundwood product,Poletimber growing stock,Pulpwood,0.012230474,0.173233708,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.485054383
219,National Forest,Other birch,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.000449579,0.005954683,Thousand cubic feet (M cu. ft.),,0.016673113
220,National Forest,Other birch,Roundwood product,Poletimber growing stock,Miscellaneous,1.31E-06,1.31E-06,Thousand cubic feet (M cu. ft.),,4.91E-05
221,National Forest,Other birch,Roundwood product,Nongrowing-stock,Saw logs,7.77E-05,0.000459855,Thousand board feet (MBF) - International 1/4-inch rule,,0.002886969
222,National Forest,Other birch,Roundwood product,Nongrowing-stock,Veneer logs,2.56E-08,1.57E-07,Thousand board feet (MBF) - International 1/4-inch rule,,9.87E-07
223,National Forest,Other birch,Roundwood product,Nongrowing-stock,Pulpwood,0.001412653,0.020008966,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.056025104
224,National Forest,Other birch,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.000501646,0.006644312,Thousand cubic feet (M cu. ft.),,0.018604072
225,National Forest,Other birch,Roundwood product,Nongrowing-stock,Miscellaneous,2.15E-07,2.15E-07,Thousand cubic feet (M cu. ft.),,8.07E-06
226,National Forest,Black cherry,Roundwood product,Sawtimber growing stock,Saw logs,6.286491563,38.18312761,Thousand board feet (MBF) - International 1/4-inch rule,,239.7136751
227,National Forest,Black cherry,Roundwood product,Sawtimber growing stock,Veneer logs,0.000480975,0.002950768,Thousand board feet (MBF) - International 1/4-inch rule,,0.018524921
228,National Forest,Black cherry,Roundwood product,Sawtimber growing stock,Pulpwood,3.353812956,45.35194674,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,126.9854509
229,National Forest,Black cherry,Roundwood product,Sawtimber growing stock,Composite panel,0.06400726,0.83560391,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2.339690949
230,National Forest,Black cherry,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,2.533905579,33.56166329,Thousand cubic feet (M cu. ft.),,93.97265722
231,National Forest,Black cherry,Roundwood product,Sawtimber growing stock,Miscellaneous,0.911267465,0.911267465,Thousand cubic feet (M cu. ft.),,34.17252993
232,National Forest,Black cherry,Roundwood product,Poletimber growing stock,Saw logs,0.20314596,1.233875532,Thousand board feet (MBF) - International 1/4-inch rule,,7.746270592
233,National Forest,Black cherry,Roundwood product,Poletimber growing stock,Veneer logs,0.003497839,0.021459135,Thousand board feet (MBF) - International 1/4-inch rule,,0.134720447
234,National Forest,Black cherry,Roundwood product,Poletimber growing stock,Pulpwood,3.659381028,49.483992,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,138.5551776
235,National Forest,Black cherry,Roundwood product,Poletimber growing stock,Composite panel,0.014589204,0.190459585,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.533286839
236,National Forest,Black cherry,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.249385839,3.303123691,Thousand cubic feet (M cu. ft.),,9.248746334
237,National Forest,Black cherry,Roundwood product,Poletimber growing stock,Miscellaneous,0.137348298,0.137348298,Thousand cubic feet (M cu. ft.),,5.150561188
238,National Forest,Black cherry,Roundwood product,Nongrowing-stock,Saw logs,0.077226123,0.469058916,Thousand board feet (MBF) - International 1/4-inch rule,,2.944751874
239,National Forest,Black cherry,Roundwood product,Nongrowing-stock,Veneer logs,1.88E-06,1.15E-05,Thousand board feet (MBF) - International 1/4-inch rule,,7.23E-05
240,National Forest,Black cherry,Roundwood product,Nongrowing-stock,Pulpwood,0.422668488,5.715536026,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,16.00350087
241,National Forest,Black cherry,Roundwood product,Nongrowing-stock,Composite panel,0.002202154,0.02874875,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.080496501
242,National Forest,Black cherry,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.278267903,3.685667596,Thousand cubic feet (M cu. ft.),,10.31986927
243,National Forest,Black cherry,Roundwood product,Nongrowing-stock,Miscellaneous,0.022570564,0.022570564,Thousand cubic feet (M cu. ft.),,0.846396158
244,National Forest,Cottonwood,Roundwood product,Sawtimber growing stock,Saw logs,0.764964889,4.526419464,Thousand board feet (MBF) - International 1/4-inch rule,,28.4168614
245,National Forest,Cottonwood,Roundwood product,Sawtimber growing stock,Veneer logs,0.000793839,0.004870179,Thousand board feet (MBF) - International 1/4-inch rule,,0.030574983
246,National Forest,Cottonwood,Roundwood product,Sawtimber growing stock,Pulpwood,1.355390426,19.19789195,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,53.75409746
247,National Forest,Cottonwood,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.552349783,7.315891166,Thousand cubic feet (M cu. ft.),,20.48449527
248,National Forest,Cottonwood,Roundwood product,Sawtimber growing stock,Miscellaneous,0.001051013,0.001051013,Thousand cubic feet (M cu. ft.),,0.03941299
249,National Forest,Cottonwood,Roundwood product,Poletimber growing stock,Saw logs,0.024719595,0.146269794,Thousand board feet (MBF) - International 1/4-inch rule,,0.918281769
250,National Forest,Cottonwood,Roundwood product,Poletimber growing stock,Veneer logs,0.005773108,0.03541784,Thousand board feet (MBF) - International 1/4-inch rule,,0.222353197
251,National Forest,Cottonwood,Roundwood product,Poletimber growing stock,Pulpwood,1.478880926,20.94702433,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,58.65166812
252,National Forest,Cottonwood,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.054362015,0.720026693,Thousand cubic feet (M cu. ft.),,2.01607474
253,National Forest,Cottonwood,Roundwood product,Poletimber growing stock,Miscellaneous,0.000158411,0.000158411,Thousand cubic feet (M cu. ft.),,0.005940415
254,National Forest,Cottonwood,Roundwood product,Nongrowing-stock,Saw logs,0.009397177,0.055604597,Thousand board feet (MBF) - International 1/4-inch rule,,0.349085657
255,National Forest,Cottonwood,Roundwood product,Nongrowing-stock,Veneer logs,3.10E-06,1.90E-05,Thousand board feet (MBF) - International 1/4-inch rule,,0.000119361
256,National Forest,Cottonwood,Roundwood product,Nongrowing-stock,Pulpwood,0.17081478,2.419438435,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,6.774427619
257,National Forest,Cottonwood,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.060657831,0.803414979,Thousand cubic feet (M cu. ft.),,2.249561941
258,National Forest,Cottonwood,Roundwood product,Nongrowing-stock,Miscellaneous,2.60E-05,2.60E-05,Thousand cubic feet (M cu. ft.),,0.000976194
259,National Forest,Elm,Roundwood product,Sawtimber growing stock,Saw logs,20.19458416,122.569024,Thousand board feet (MBF) - International 1/4-inch rule,,769.4883328
260,National Forest,Elm,Roundwood product,Sawtimber growing stock,Veneer logs,0.002094761,0.012851292,Thousand board feet (MBF) - International 1/4-inch rule,,0.08068041
261,National Forest,Elm,Roundwood product,Sawtimber growing stock,Pulpwood,11.48186174,155.9136028,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,436.5580879
262,National Forest,Elm,Roundwood product,Sawtimber growing stock,Composite panel,0.19979303,2.608264102,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,7.303139487
